BV,Mid,Time,Content
BV1124y1H7Bz,1532958,348.099,对位了哈哈哈哈哈哈
BV1124y1H7Bz,935454,337.779,哈哈哈哈哈哈哈
BV1124y1H7Bz,448390,320.499,哈哈哈哈哈哈哈哈
BV1124y1H7Bz,615570,70.636,raper吧
BV1124y1H7Bz,234108,334.149,knowknow丽
BV1124y1H7Bz,1781231,334.149,knowknow
BV1124y1H7Bz,697320,583.231,我笑死
BV1124y1H7Bz,1288156,602.731,哈哈哈哈
BV1124y1H7Bz,148458,382.099,卧槽  真像Twista
BV1124y1H7Bz,461817,348.313,擦边了
BV1124y1H7Bz,3186399,576.619,哈哈哈哈哈
BV1124y1H7Bz,742660,367.842,给我查
BV1124y1H7Bz,1558487,328.733,这是丽尔韦恩麻
BV1124y1H7Bz,1840321,247.175,这个袋子很专业！！！！
BV1124y1H7Bz,418156,349.332,裤子哈哈哈哈
BV1124y1H7Bz,378506,471.139,h哈哈哈
BV1124y1H7Bz,68239,306.324,手指那儿！想到shameless里的米奇！！！
BV1124y1H7Bz,4830,628.007,人都笑死了
BV1124y1H7Bz,1666898,613.772,感动
BV1124y1H7Bz,1500001,458.464,哈哈哈哈哈哈哈
BV1124y1H7Bz,802421,381.761,有内味了
BV1124y1H7Bz,1557788,367.38,哈哈哈哈哈哈
BV1124y1H7Bz,373658,326.885,哈哈哈哈哈，西海岸
BV1124y1H7Bz,1659050,437.05,大嫂？
BV1124y1H7Bz,488777,303.296,哈哈哈哈哈哈
BV1124y1H7Bz,831147,419.141,还有惊喜！
BV1124y1H7Bz,1923315,361.553,还行
BV1124y1H7Bz,633526,66.638,说唱--男人的医美
BV1124y1H7Bz,1896271,382.203,很像那么回事了
BV1124y1H7Bz,90707,659.52,盲猜肌肉衣
BV1124y1H7Bz,349249,202.599,蟑螂的触角
BV1124y1H7Bz,42619059,319.699,前面那个像佛祖的给我笑傻了
BV1124y1H7Bz,101485,663.843,可以可以
BV1124y1H7Bz,1683769,572.619,哈哈哈哈
BV1124y1H7Bz,1792948,310.12,哈哈哈哈哈哈哈救命 丽哥好好笑
BV1124y1H7Bz,511207,414.512,草走忽略！
BV1124y1H7Bz,1782413,501.66,好活
BV1124y1H7Bz,1459458,450.62,哈哈哈哈
BV1124y1H7Bz,279827,621.665,绷不住了
BV1124y1H7Bz,467604,401.57,GAI
BV1124y1H7Bz,1735450,25.67,手往哪儿摸呢（doge）
BV1124y1H7Bz,111578972,335.64,换个镜片有那味了
BV1124y1H7Bz,742221,472.487,《真善美》
BV1124y1H7Bz,18400413,493.233,内个
BV1124y1H7Bz,21041,41.747,哈哈哈哈哈哈哈哈
BV1124y1H7Bz,950130,298.525,起码整个纹身贴咯
BV1124y1H7Bz,1631638,397.936,去街上溜一圈
BV1124y1H7Bz,46156,347.36,功夫胖
BV1124y1H7Bz,925399,199.419,刘聪？
BV1124y1H7Bz,206914,42.579,哈哈笑死了这表情哈哈啊哈哈哈
BV1124y1H7Bz,1616386,324.052,对的你的理解是对的！哈哈哈哈哈
BV1124y1H7Bz,228150,420.744,牛的
BV1124y1H7Bz,168064909,60.763,笑出双下巴
BV1124y1H7Bz,1709649,531.422,擦不了边了
BV1124y1H7Bz,1927444,451.958,哈哈哈哈
BV1124y1H7Bz,425174,577.392,哈哈哈哈哈哈哈哈
BV1124y1H7Bz,219808,657.338,李有田是吧
BV1124y1H7Bz,775831,464.916,海豹红红火火
BV1124y1H7Bz,1560062,350.974,裤子哈哈哈
BV1124y1H7Bz,33834716,5.659,不是东西hhh
BV1124y1H7Bz,643280,326.881,哈哈哈哈
BV1124y1H7Bz,1498354,574.974,哈哈哈笑拉了
BV1124y1H7Bz,424946,32.531,不是东西？！
BV1124y1H7Bz,292771,352.574,哈哈哈哈哈哈哈哈哈哈哈哈
BV1124y1H7Bz,318331,583.174,哈哈哈
BV1124y1H7Bz,1655941,437.542,我想看抓错皮带的花絮，哈哈哈
BV1124y1H7Bz,313763,382.185,确实还可以
BV1124y1H7Bz,286920,98.675,这是正常的涡旋吧
BV1124y1H7Bz,332546,200.47,卢西奥
BV1124y1H7Bz,1842359,542.526,陈胖胖
BV1124y1H7Bz,424631,581.905,哈哈哈哈哈，笑发财了
BV1124y1H7Bz,138012,335.941,可以可以
BV1124y1H7Bz,1472247,484.96,法老？
BV1124y1H7Bz,1497780,201.779,嫖老师
BV1124y1H7Bz,615031,599.23,哈哈哈哈哈哈哈
BV1124y1H7Bz,18978,631.835,利哥强啊
BV1124y1H7Bz,1952295,252.31,《鬼迷日眼》（bushi）
BV1124y1H7Bz,1757317,432.446,阿灿原声很好听啊！
BV1124y1H7Bz,3461574557698362,180.33,阳光彩虹小白马
BV1124y1H7Bz,1812886,596.968,哈哈哈哈哈哈哈
BV1124y1H7Bz,528320,387.176,小黑子
BV1124y1H7Bz,1913044,23.339,阿猛加油！冲冲冲！！！！
BV1124y1H7Bz,1402749,356.199,哈哈哈哈哈哈哈哈哈哈哈哈哈哈好
BV1124y1H7Bz,1494378,393.755,那说唱大部分是这样的啊
BV1124y1H7Bz,101037051,296.622,Keep    Real    KeepReal
BV1124y1H7Bz,1866638,628.982,瑞思拜
BV1124y1H7Bz,29583,583.822,哈哈哈哈
BV1124y1H7Bz,1938279,155.127,晓组织的蠍？
BV1124y1H7Bz,529689,324.798,玩的就是西海岸
BV1124y1H7Bz,250616,350.139,这个裤子哈哈哈哈哈
BV1124y1H7Bz,1683455,489.406,内个新说唱太好笑了哈哈哈哈哈
BV1124y1H7Bz,1604263,320.054,这叫回春？入土吧？
BV1124y1H7Bz,1407706,260.907,不华丽版宇髓天元
BV1124y1H7Bz,1888052,334.099,胖版gai哥
BV1124y1H7Bz,180695,469.059,哈哈哈哈
BV1124y1H7Bz,280361,602.525,哈哈哈哈哈哈哈哈哈哈哈哈
BV1124y1H7Bz,1499414,591.152,哈哈哈哈哈哈哈哈哈哈哈
BV1124y1H7Bz,1619239,152.739,哈哈哈哈
BV1124y1H7Bz,629947,60.472,这牙缝一看就很西海岸
BV1124y1H7Bz,306894,471.508,逆天！！！
BV1124y1H7Bz,890882,373.579,有内味
BV1124y1H7Bz,2035603276,473.577,暗藏玄只因
BV1124y1H7Bz,821238,590.567,哈哈哈哈哈哈
BV1124y1H7Bz,792897,575.294,哈哈哈哈哈哈哈哈哈哈
BV1124y1H7Bz,1534400,50.899,丽哥阿猛的声音差别不大
BV1124y1H7Bz,1300107,397.022,见鬼了  出奇迹  真的是整活
BV1124y1H7Bz,803009,221.444,丽哥牺牲太大了哈哈哈哈
BV1124y1H7Bz,900694,426.061,这个牛
BV1124y1H7Bz,357496,393.799,不好意思，说唱给人的第一印象永远都是这些，你们可以不喜欢大家这么看待，但就是事实
BV1124y1H7Bz,1550326,461.501,哈哈哈哈哈哈
BV1124y1H7Bz,1718336,194.119,好像蟑螂啊
BV1124y1H7Bz,317682,606.459,像皮球，到百货大楼
BV1124y1H7Bz,800324,326.821,哈哈哈哈
BV1124y1H7Bz,768171,323.817,有那味了哈哈哈哈哈哈
BV1124y1H7Bz,1784874,332.135,确实像
BV1124y1H7Bz,1888027,86.559,真实
BV1124y1H7Bz,1838257,455.593,哈哈哈哈哈哈哈哈
BV1124y1H7Bz,310813,399.645,我看过流星划过地面
BV1124y1H7Bz,1286859,401.919,哈哈哈
BV1124y1H7Bz,926958,551.278,有教育意义的
BV1124y1H7Bz,103227,353.408,有点带劲啊
BV1124y1H7Bz,96764,462.598,哈哈哈哈哈哈哈啊哈哈哈哈
BV1124y1H7Bz,541622,422.215,楚楚北鼻至今下落不明
BV1124y1H7Bz,419931,373.355,莫挨老子！！
BV1124y1H7Bz,640858,347.453,气质出来了
BV1124y1H7Bz,1560010,20.155,这是油物啊
BV1124y1H7Bz,1904026,58.596,又年轻，又潮流的 罗老师  哈哈啊哈哈
BV1124y1H7Bz,568334,348.12,功夫胖是吧
BV1124y1H7Bz,556554,26.043,丽哥真的好忙喔，各个频道都有他
BV1124y1H7Bz,408553,193.762,申公豹？
BV1124y1H7Bz,1669295,357.796,哈哈哈哈哈
BV1124y1H7Bz,360288,495.439,那个新说唱哈哈哈哈哈哈哈哈哈哈哈哈
BV1124y1H7Bz,1426152,63.299,不可置信
BV1124y1H7Bz,1943657,578.259,哈哈哈哈哈哈
BV1124y1H7Bz,326877,486.808,神他么那个新说唱
BV1124y1H7Bz,753904,518.659,塔姆那个真蚌埠住
BV1124y1H7Bz,683831,438.137,哈哈哈哈哈哈
BV1124y1H7Bz,1763180,654.231,哈哈哈哈哈哈
BV1124y1H7Bz,176922,467.299,哈哈哈哈哈哈哈
BV1124y1H7Bz,1678439,209.139,哈哈哈哈哈哈
BV1124y1H7Bz,113545,363.625,胖psy p 哈哈哈哈哈
BV1124y1H7Bz,1848830,309.182,哈哈哈哈哈哈哈哈哈
BV1124y1H7Bz,249142,241.641,哈哈哈哈哈哈哈哈
BV1124y1H7Bz,325488,478.419,有一瞬间怎么这么像pdd
BV1124y1H7Bz,62066,393.299,这个眼镜，罗老师，哈哈
BV1124y1H7Bz,1400905,147.304,哈哈哈哈哈哈
BV1124y1H7Bz,945591,647.368,他什么都答应我哭死
BV1124y1H7Bz,1496642,325.216,笑拉了。
BV1124y1H7Bz,1345538,325.216,哈哈哈哈哈哈
BV1124y1H7Bz,38128,583.299,有活
BV1124y1H7Bz,1886007,561.267,甚至还有明灭的灯光
BV1124y1H7Bz,102035,578.408,哈哈哈哈哈哈哈哈哈
BV1124y1H7Bz,592878,581.419,哈哈哈哈哈哈
BV1124y1H7Bz,678134,360.899,哈哈哈哈哈哈哈 太损了
BV1124y1H7Bz,772562,512.968,救命哈哈哈哈哈哈哈哈
BV1124y1H7Bz,508383,382.739,金牙呢？
BV1124y1H7Bz,415897343,346.128,哇
BV1124y1H7Bz,891620,12.539,有请下一位:受害人登场
BV1124y1H7Bz,303528,322.769,哈哈哈，擦边
BV1124y1H7Bz,1365222,613.671,笑死
BV1124y1H7Bz,507811,335.745,绝了绝了
BV1124y1H7Bz,860442,296.87,给孩子整个纹身贴吧
BV1124y1H7Bz,12211,319.71,有那味了哈哈哈
BV1124y1H7Bz,872685,521.368,哈哈哈哈哈哈哈哈
BV1124y1H7Bz,1368976,596.499,哈哈哈哈哈哈哈哈
BV1124y1H7Bz,797503,223.89,阿猛好美
BV1124y1H7Bz,400321,611.507,地上raoper888
BV1124y1H7Bz,1661163,456.608,哈哈哈哈哈哈
BV1124y1H7Bz,412948,629.865,好细节，光线变化显示时间过去很久？
BV1124y1H7Bz,924129,139.284,已经开始有内味儿了
BV1124y1H7Bz,451703,186.905,小魔女蒙娜
BV1124y1H7Bz,231676,373.908,呼兰
BV1124y1H7Bz,459776,466.382,三连有了!
BV1124y1H7Bz,194625,411.753,金牙吞进去了吗
BV1124y1H7Bz,1786940,599.636,太好玩儿了
BV1124y1H7Bz,757811,341.052,我玩的就是西海岸
BV1124y1H7Bz,1647968,3.476,来啦哈哈哈哈哈
BV1124y1H7Bz,69433,190.913,bonfire lit
BV1124y1H7Bz,766577,341.148,绝了哈哈哈哈
BV1124y1H7Bz,730922,230.675,丽哥：你这是在整我吧
BV1124y1H7Bz,743578,392.991,说唱大部分确实是这些东西，前面的
BV1124y1H7Bz,57688,325.428,哈哈哈哈哈哈哈
BV1124y1H7Bz,1276794,176.021,哈哈哈
BV1124y1H7Bz,1731688,9.747,物化男性（doge
BV1124y1H7Bz,1287622,561.269,6666
BV1124y1H7Bz,15681354,474.947,哈哈哈哈
BV1124y1H7Bz,488517,331.05,哈啊哈哈哈
BV1124y1H7Bz,442816,196.127,这个发型好像篝火啊，太好笑了
BV1124y1H7Bz,162654,243.14,哈哈哈哈哈
BV1124y1H7Bz,802111,458.043,哈哈哈哈哈哈哈哈哈
BV1124y1H7Bz,356954,505.278,锕猛来期高叶仿妆
BV1124y1H7Bz,1924428,157.941,哈哈啊哈哈哈
BV1124y1H7Bz,1910251,107.142,普通的中年男人
BV1124y1H7Bz,1280098,75.132,断眉哈哈哈
BV1124y1H7Bz,2052936158,71.559,哈哈哈还是浅浅期待一下
BV1124y1H7Bz,1675726,274.157,Duang～
BV1124y1H7Bz,11073,149.151,钓鱼佬是中年男人的归宿
BV1124y1H7Bz,836130,277.139,说丽哥没挡住的我笑死！！！
BV1124y1H7Bz,233987,264.139,别骂了别骂了
BV1124y1H7Bz,273325,618.718,顶峰相见
BV1124y1H7Bz,395502,189.35,出来吧 大蠊
BV1124y1H7Bz,94335,34.951,丽哥：这一天天的
BV1124y1H7Bz,764797,10.299,男同事：？
BV1124y1H7Bz,540439,182.498,你不是冒犯谁，你是举报（表扬）谁
BV1124y1H7Bz,277426,381.188,哈哈哈哈哈哈哈哈哈哈哈哈哈
BV1124y1H7Bz,1807922,378.674,哈哈哈哈哈哈哈哈哈哈哈哈
BV1124y1H7Bz,1542600,454.907,哈哈哈哈！！！！！！！
BV1124y1H7Bz,184746,33.501,新概念旧物改造
BV1124y1H7Bz,630584,18.659,阿猛越来越漂亮了
BV1124y1H7Bz,1970602,353.326,刘聪+功夫胖
BV1124y1H7Bz,1999295,458.882,哈哈哈哈哈哈
BV1124y1H7Bz,1802164,322.142,有内味了
BV1124y1H7Bz,1655439,198.065,日料店厨师
BV1124y1H7Bz,901595,179.379,防杠
BV1124y1H7Bz,114397,527.882,猛子演技比小鲜肉keep real多咯[doge]
BV1124y1H7Bz,634514,434.266,啊灿惹。。。。
BV1124y1H7Bz,324637,354.317,越看越老了。。。
BV1124y1H7Bz,1484138,465.779,哈哈哈哈
BV1124y1H7Bz,1734770,233.66,不带头巾还不觉得头大
BV1124y1H7Bz,1469475,333.065,冲
BV1124y1H7Bz,796327,326.98,哈哈哈哈哈哈
BV1124y1H7Bz,63687668,33.172,丽丽
BV1124y1H7Bz,1480422,35.254,多少岁丽丽
BV113411s76X,1672656,21.767,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,545648,5.3,原版忘记中10％～20%～～～
BV113411s76X,1868107,14.955,猫鼠 手游里的模型！！！
BV113411s76X,511600,1.259,童年和童年只能选一个！
BV113411s76X,1822175,0.0,右下角的高仿模仿的真棒呀
BV113411s76X,1835406,33.749,踢主人的屑汤姆
BV113411s76X,564677,20.259,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,185800,38.939,反客为主
BV113411s76X,1460595,3.95,                       <-盗版   原版–>
BV113411s76X,1947558,3.95,                       <-盗版   原版–>
BV113411s76X,1935621,2.563,                       <-盗版   原版–>
BV113411s76X,55798,35.959,爆杀母默
BV113411s76X,1375113,19.323,下面还有原版
BV113411s76X,1920299,2.739,众所周知，《成龙历险记》主题曲配上什么都好
BV113411s76X,1500050,16.973,圣主友情串客
BV113411s76X,749484,18.398,他甚至做了全景，他真的我哭死
BV113411s76X,307050375,24.475,"先有汤姆后有天,挡劈大树赛神仙"
BV113411s76X,1864397,29.231,前面的，你怎么会忘了小玉呢，肯定是属鼠的
BV113411s76X,1662978,10.997,“汤姆与成龙的结合”
BV113411s76X,1912384,9.592,我选佟年
BV113411s76X,620197,30.867,一时之间不知道看哪个
BV113411s76X,611209,14.953,《汤姆快乐团》
BV113411s76X,860230,3.67,冷知识:成龙历险记其实是美国做的
BV113411s76X,1898769,36.859,逆子造反
BV113411s76X,1718929,0.0,猫鼠队不削这还能玩？
BV113411s76X,40553,14.881,街头地痞流氓组合
BV113411s76X,1114587,23.102,哈哈哈哈
BV113411s76X,1628064,41.699,没有问题
BV113411s76X,1788711,0.099,↑正版         盗版→
BV113411s76X,1747434,12.752,这个摇头当铃铛响绷不住了
BV113411s76X,1918120,3.103,左边原片记住了，下面的才是高仿！
BV113411s76X,858904,0.787,猫鼠队上大分
BV113411s76X,1602858,39.059,？？？？！！！！！！
BV113411s76X,1445081,0.0,正版↑                                               高仿→
BV113411s76X,400813602,11.959,酷
BV113411s76X,1445914,29.339,↑原版  →盗版
BV113411s76X,400643,20.265,汤姆.索亚历险记
BV113411s76X,846462,20.579,鸡
BV113411s76X,112090,34.022,666
BV113411s76X,263092,21.009,哈哈哈
BV113411s76X,897461,7.459,完了，蓝标变黄标。
BV113411s76X,1730191,33.598,右下角模仿的好像哦，差点让我忘了原版
BV113411s76X,686667,0.079,完了，蓝标变黄标
BV113411s76X,884108,6.759, 汤姆索亚历险记 
BV113411s76X,1617604,0.0,《开头毫无违和感》
BV113411s76X,415860,39.718,《JACKIE CHAN》
BV113411s76X,370368,1.839,汤姆：6
BV113411s76X,1475989,42.563,原版是啥？
BV113411s76X,36091511,2.219,众所周知《成龙历险记》的片头曲可以卡上任何东西
BV113411s76X,1277445,37.147,甘 文 崔
BV113411s76X,544186,29.739,全对上就离谱
BV113411s76X,1618220,26.053,就问成龙你敢不敢劈大树
BV113411s76X,46151,14.87,叛变的队友
BV113411s76X,1995524,10.61,又是少看一集都剪不出来系列
BV113411s76X,1760460,0.0,龙猫历险记
BV113411s76X,948504,37.35,狗策划
BV113411s76X,290325,22.079,这才是正版！！
BV113411s76X,440544870,8.539,剪的很好，下次别剪了
BV113411s76X,1376127,3.919,"↑正版,高仿→"
BV113411s76X,48862,35.005,原版——盗版
BV113411s76X,330452,10.379,杰瑞是在打太极拳吗？
BV113411s76X,1444271,31.339,古有姜太公钓鱼，现有猫鼠历险记
BV113411s76X,1612027,20.039,毫无违和感的猫鼠历险记
BV113411s76X,1358932,3.387,汤姆：给我吓立体了都
BV113411s76X,138624168,4.618,DNA的音乐
BV113411s76X,10645,17.994,下面是原版。
BV113411s76X,847636,13.467,网易登场
BV113411s76X,1364463,1.499,欢迎回来
BV113411s76X,168004,20.035,"就知道欺负小老鼠,我好生气"
BV113411s76X,300766,11.779,这两个动画片都是老美做的动画
BV113411s76X,972,16.619,右下角模仿的挺像
BV113411s76X,536400,16.659,有一本书叫《汤姆索亚历险记》
BV113411s76X,416986,27.299,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,541608,9.953,跳起来
BV113411s76X,467664,20.628,每天亿遍
BV113411s76X,578726,20.025,《巨斧砍大树》（雾
BV113411s76X,1892305,32.618,汤姆很帅
BV113411s76X,1112900,30.468,3
BV113411s76X,930287,3.539,双厨狂喜
BV113411s76X,1409414,37.459,符咒不重要杰瑞才重要​
BV113411s76X,931209,10.779,你们说 有没有可能我是说可能汤姆住在旧金山[doge]​
BV113411s76X,14871346,7.443,正版↑     盗版→
BV113411s76X,3493145044061148,12.459,哈哈哈哈哈哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈啊哈哈哈啊哈哈哈哈哈哈你怎么不理我我就
BV113411s76X,741298,0.079,↑正版             高仿→
BV113411s76X,1524840,0.019,《汤姆索亚历险记》
BV113411s76X,201895,39.273,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,1940928,35.011,死不瞑目
BV113411s76X,297725,20.099,好家伙我直接DNA错乱
BV113411s76X,43367551,21.582,先有汤姆后有天，裆劈大树赛神仙
BV113411s76X,1998043,7.976,←【正版】↓【盗版】
BV113411s76X,1557626,5.039,每周必看
BV113411s76X,294115,29.039,真不错
BV113411s76X,1405736,20.707,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,611750,29.579,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,1379574,35.999,汤姆 杰瑞 斯派克（三人小队）
BV113411s76X,632016,3.799,好家伙变成每周必看了
BV113411s76X,1378136,20.436,你的下一句是：“先有汤姆后有天，裆劈大树赛神仙”
BV113411s76X,1662429,3.251,不应该是磊哥历险记吗
BV113411s76X,1535885,16.399,原版
BV113411s76X,151269,38.379,牛逼
BV113411s76X,1737410,21.923,盗版→
BV113411s76X,437685,12.042,↑正版
BV113411s76X,1671500,10.171,完全一致
BV113411s76X,887580,39.379,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
BV113411s76X,1919485,18.179,草哈哈哈哈哈
BV113411s76X,540325,15.89,好家伙DNA直接错乱
BV113411s76X,518112933,3.059,右下角模仿的太像了吧
BV113411s76X,297710,16.539,↑  正版              盗版→
BV113411s76X,1587616,32.119,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,1943332,16.659,【每周必看】
BV113411s76X,1318441,37.862,先有汤姆后有天，挡劈大树赛神仙
BV113411s76X,1722869,41.831,我先笑了，哈哈哈哈哈哈哈。
BV113411s76X,934373,1.936,汤姆索亚历险记。
BV113411s76X,146631,19.866,火钳刘明
BV113411s76X,1895496,16.859,少拿原版忽悠我
BV113411s76X,833031,9.87,不能说像，简直是一模一样
BV113411s76X,1882669,41.429,[前方高能]
BV113411s76X,1541835,4.03,这效果做得不错啊
BV113411s76X,1332038,23.506,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,920208,1.043,《汤姆索亚历险记》
BV113411s76X,14958019,4.22,汤姆历险记
BV113411s76X,435533888,15.759,毫 无 违 合 感
BV113411s76X,627369,9.519,火钳刘明
BV113411s76X,1753962,3.139,枯藤老树昏鸦，猴子张嘴tm
BV113411s76X,8608316,11.672,↑正版            高仿→
BV113411s76X,1529813,22.859,先有汤姆后有天，铁档劈树赛神仙
BV113411s76X,1483923,6.793,正版↑  盗版→
BV113411s76X,1685523,14.419,论这片头到底有多少个版本……
BV113411s76X,1287397,12.665,……
BV113411s76X,161339,3.858,正版↑                     盗版↓
BV113411s76X,366397,29.033,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,635789,37.707,弹幕护体
BV113411s76X,592749,41.443,你应该改成Tom Adventures
BV113411s76X,1734204,27.299,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,13555375,13.502,爱了爱了
BV113411s76X,1546294,0.519,每周必看
BV113411s76X,31893,19.922,正版↑      盗版→
BV113411s76X,71596354,22.762,先有汤姆后有天，裆劈大树赛神仙
BV113411s76X,1277400,24.739,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,891789,21.099,火钳刘明
BV113411s76X,105667,14.539,火钳刘明
BV113411s76X,228498,8.559,                       <-盗版   原版–>
BV113411s76X,636749,27.481,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,1732394,26.781,正版↑盗版→
BV113411s76X,699249,29.419,先有汤姆后有天，档被大树赛神仙
BV113411s76X,1586941,7.599,毫无违和感
BV113411s76X,8284,16.519,↑大哥，是电影
BV113411s76X,1482243,9.179,《一模一样》
BV113411s76X,107528,15.738,斯派克到底是那个阵营的啊
BV113411s76X,328419,12.41,火钳刘明
BV113411s76X,929067,10.899,正版↑     盗版→
BV113411s76X,643907,15.059,中美合拍
BV113411s76X,1908809,23.675,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,1883061,25.979,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,844027,23.713,请问追番键在哪
BV113411s76X,1402634,10.807,                   <-原版   盗版–>
BV113411s76X,1512637,15.439,右下角是抄袭的
BV113411s76X,113743,26.619,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,1624905,11.324,完    全    一    致
BV113411s76X,374139,13.079,猫和老鼠是正版，他可是比右下角，早
BV113411s76X,767142,5.119,汤姆索亚历险记
BV113411s76X,267815,3.667,你tm乱改我DNA是吧？
BV113411s76X,29808,14.758,斯派克为什么又在好人位又在坏人位
BV113411s76X,1400762,32.539,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,270503,11.078,                <-原版  盗版–>
BV113411s76X,418170,32.413,必须三连，单连单连单连单连单连
BV113411s76X,1573091,4.299,记忆篡改中，10％……20％……
BV113411s76X,1807543,36.447,《右下角高仿》
BV113411s76X,1629527,1.406,每周必看
BV113411s76X,1798111,14.979,《TM历险记》​
BV113411s76X,400015,20.685,先有汤姆后有天，裆劈大树赛神仙
BV113411s76X,259551152,38.334,[前方高能]
BV113411s76X,1553236,37.097,[前方高能]
BV113411s76X,1794145,33.809,[前方高能]
BV113411s76X,1647968,31.633,[前方高能]
BV113411s76X,1857412,21.899,成龙叔，你又火了。
BV113411s76X,1363530,7.179,每日一遍，梦想无限。
BV113411s76X,1887626,5.459,原版←   →盗版
BV113411s76X,234693,19.873,斯派克同时扮演老爹和黑手帮的角色
BV113411s76X,464148,10.662,火钳刘明
BV113411s76X,1777811,37.149,杰瑞这个手势，隔着试探什么呢
BV113411s76X,1404169,17.679,不能说完全一致，简直是一个骨子里刻出来的
BV113411s76X,88142,9.019,↑  正版              盗版→
BV113411s76X,694785,12.419,狗子。。。
BV113411s76X,1936355,27.939,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,900534,20.519,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
BV113411s76X,1985167,23.529,哈哈哈哈哈哈
BV113411s76X,436292,26.859,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,624091,5.139,好家伙
BV113411s76X,476765563,1.739,有本书叫《汤姆索亚历险记》来着
BV113411s76X,1453157,18.339,没有猫和老鼠配不上的动画片
BV113411s76X,1458005,7.439,"一天一遍,双商不在线"
BV113411s76X,1891140,16.159,狗策划
BV113411s76X,1537870,1.579,好家伙变成每周必看了
BV113411s76X,1427414,5.819,每周必看
BV113411s76X,214848,33.317,托普斯你怎么了托普斯
BV113411s76X,109411,24.299,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,1517989,6.259,每周必看
BV113411s76X,1314330,5.162,《汤姆·索亚历险记》
BV113411s76X,1742039,24.145,↑正版                   盗版→
BV113411s76X,1455528,7.333,↑正版                   盗版→
BV113411s76X,920891,4.779,↑正版                  盗版→
BV113411s76X,378828200,9.853,要用童年打败童年
BV113411s76X,336928,42.259,哈哈哈哈哈哈哈哈哈
BV113411s76X,36777,18.139,少拿原版糊弄我
BV113411s76X,1759157,1.829,每周必看
BV113411s76X,631092,40.317,火钳刘明
BV113411s76X,1267244,22.901,DNA报错
BV113411s76X,567123,23.419,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,1952005,15.742,火钳刘明
BV113411s76X,1800480,1.179,要用童年打败童年
BV113411s76X,1499455,23.783,火钳刘明
BV113411s76X,1541306,8.517,hhuhu
BV113411s76X,1527645,36.487,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,101207,3.699,汤姆（索亚）历险记
BV113411s76X,526169,21.679,↑正版  抄袭→
BV113411s76X,769266,7.33,聪明炊事员
BV113411s76X,218869446,20.867,这里哈哈哈哈哈哈哈哈哈
BV113411s76X,1406370,4.633,火钳刘明
BV113411s76X,635726,39.516,盗版->
BV113411s76X,672915,27.838,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,681568,5.454,火钳刘明
BV113411s76X,472324,10.727,帅的杰瑞
BV113411s76X,1646218,13.699,     盗版→
BV113411s76X,1549078,10.539,正版↑
BV113411s76X,249499,11.411,。。
BV113411s76X,755689,42.325,老爹∶还有一件事，不要忘了投币！
BV113411s76X,694021,29.26,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,920548,0.608,火钳刘明
BV113411s76X,48321,0.219,封面震惊
BV113411s76X,545824,35.534,拷打主人
BV113411s76X,1550414,6.462,用我的童年打败你的童年
BV113411s76X,454166,1.82,我汤姆来辣
BV113411s76X,1515765,11.159,火钳刘明
BV113411s76X,426317,18.719,无敌汤姆
BV113411s76X,169982,0.699,离离原上谱
BV113411s76X,1984781,22.039,先有汤姆后有天，裆劈大树赛神仙
BV113411s76X,793602,15.544,[前方高能]
BV113411s76X,315291,33.755,哈哈哈哈好
BV113411s76X,1739973,21.783,完全一致
BV113411s76X,886451,15.347,草
BV113411s76X,919918,7.907,绝对是高仿
BV113411s76X,1781743,13.179,老爹笨成狗
BV113411s76X,1893408,6.022,要和汤姆学习魔法吗
BV113411s76X,435799,8.422,↑正版          高仿→
BV113411s76X,1735773,28.659,先有汤姆后有天，档劈大树赛神仙
BV113411s76X,500890,6.994,<-原版   盗版–>
